hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage
Jango's,4.2 ,55,"Chinese, North Indian, Biryani, Kebabs",Malad West,749,not_available
Konkan Chilly,4.3 ,56,"Konkan, North Indian, Chinese, Tandoor, Malwani",Chincholi Bunder,1000,10
Flavours Of China (Evershine Nagar),4.2 ,51,Chinese,Malad Borivali Area,999,not_available
Landmark Kitchens,4.4 ,56,"Indian, Snacks, Pizzas, Chinese",Goregaon,not_available,not_available
"Desi Shack- Acha Khao, Acha Khilao- By om snacks",4.1 ,43,"Indian, Fast Food, Snacks, Italian, Chinese, Beverages",Jog Gor East,not_available,not_available
Malgudi - Veg & Non-Veg Family Restaurant,4.1 ,48,"North Indian, Chinese, South Indian, Malwani",Borivali West,449,not_available
Shiv Sagar Malad,4.2 ,48,"Indian, Chinese",Malad West,1200,10
Lalit Bakery,4.3 ,51,"Bakery, Desserts, Italian",Borivali,not_available,not_available
Namaskar The Family Restaurant,4.4 ,49,"North Indian, Chinese, Maharashtrian, Biryani",Borivali East,not_available,not_available
Green Tadka,4.4 ,51,Indian,Goregaon West,not_available,not_available
Stir Fry Grill,4.3 ,48,"Chinese, Continental, Indian, Thai, Healthy Food, Pan-Asian",Malad West,449,not_available
Deepak Only Veg,4.4 ,49,"South Indian, Chinese, Indian",Mumbai,600,10
Gulistan Family Restaurant,4.1 ,43,Chinese,Malad West,1300,10
Keto Treats,4.4 ,52,"Keto, Bakery, Ice Cream, Desserts",Evershine nagar,900,10
Hotel Apala samadhan,4.4 ,49,"Malwani, Indian, Chinese",Borivali West,not_available,not_available
Ravindra Restaurant,4.5 ,43,"North Indian, South Indian, Chinese, Pizzas",Dahisar East,not_available,not_available
Apricot foods,4.5 ,43,"Sweets, Fast Food, Chaat, Snacks, Desserts, Gujarati, Maharashtrian",Borivali West,999,not_available
Sattvik Tiffin Co,4.4 ,44,"North Indian, Chinese",Jog Gor East,not_available,not_available
Govindas Veg Treat,4.3 ,45,"North Indian, Chinese, Beverages, South American",Malad West,700,10
The Delhi Spice,4.2 ,46,"Biryani, Chinese, North Indian",Jog Gor East,not_available,not_available
Hotel National,3.9 ,43,"North Indian, Chinese",Kandivali West,999,not_available
The Burrow Cafe,4.4 ,53,"Pastas, Continental",Malad West,900,10
Saundha,4.1 ,57,"North Indian, Biryani, Kebabs, Chaat, Beverages",Malad Kan West,not_available,not_available
Raju Pav Bhaji,4 ,40,Chinese,Mumbai,749,not_available
Cha - Ya its cup of tea,4.5 ,40,"Beverages, Snacks",Borivali,500,20
Coffee By Di Bella Exclusive,4.4 ,50,"Desserts, Beverages, Fast Food, Waffle, Snacks, Bakery",Malad West,800,10
Jagtap Missal,3.8 ,34,"Snacks, Indian",Borivali,not_available,not_available
Nafees Biryani,4.2 ,38,Mughlai,Malad East,150,30
R K Ladoowala,3.8 ,36,"Indian, Sweets, Desserts",Dahisar,100,10
Biryani-Holic,4 ,38,"Biryani, Indian",Malad East,150,30
The Green Kitchen,4.3 ,39,"Fast Food, Indian, Chinese, Continental, Tandoor, Pizzas, South Indian, Mexican",Borivali,not_available,not_available
"Bindaas Binge ( Cakes, Pastries & More )",4.4 ,38,"Bakery, Desserts, Sweets",Malad East,not_available,not_available
Anytime Misal,4.1 ,37,"Street Food, Beverages, Desserts",Borivali,not_available,not_available
Andawala,4.2 ,33,"Fast Food, Street Food",Borivali West,not_available,not_available
Chatako The Gujju's,4.4 ,38,Gujarati,Dahisar East,not_available,not_available
Aditi Fast Food,4 ,63,"Street Food, Indian, Chinese, Beverages",Malad Kan West,not_available,not_available
Hotel ShreeDevi,4.5 ,41,"Indian, Chinese, Punjabi",Malad West,not_available,not_available
Thepla Junction,45 mins,,Snacks,Kandivali West,not_available,not_available
The Daily Deli,4.3 ,60,"Continental, American, Pizzas, Pastas, Beverages, Desserts",Malad West,749,not_available
Cherry's Kitchen,3.9 ,56,"Indian, Kerala",Malad West,not_available,not_available
Annapurna Healthy Kitchen,4.5 ,66,"Gujarati, Thalis",Kandivali West,not_available,not_available
Divya Chinese corner,4.3 ,40,"Chinese, Indian",Dahisar East,700,20
Medha malvan,4.2 ,59,Malwani,Goregaon,800,15
Vedant Snacks Corner,4.1 ,54,"South Indian, Beverages, North Indian, Juices",Dahisar West,999,not_available
Noor Biryani Center,3.7 ,44,"Biryani, Mughlai, North Indian, Indian, Tandoor, Punjabi, Snacks, Desserts",Borivali West,150,30
Dada's Chinese Kitchen,4.2 ,49,Chinese,Malad Kan East,125,25
Sun Moon & Potatoes,4.2 ,58,"Continental, Chinese, Salads, Asian",Malad West,449,not_available
Arabian Shawarma by Rudy's,4.2 ,41,"Lebanese, Arabian, Salads",Borivali West,999,not_available
Fakth Chicken,4.4 ,55,"Indian, Snacks",Malad West,800,10
Jalaram Kathiyawadi Thali,4.3 ,45,Gujarati,Borivali,not_available,not_available
Samant Bandhu Nx,4.4 ,43,"Desserts, Snacks, Sweets, Beverages",Goregaon West,not_available,not_available
Silver Oaks,4.4 ,54,"North Indian, Mughlai, Chinese, Continental",Malad West,not_available,not_available
Jai Bholenath Kathiyawadi,4.1 ,49,"Thalis, Gujarati, Jain",Dahisar East,not_available,not_available
Cafe meter on,4.4 ,51,"Italian, Indian, Chinese, Continental",Borivali West,999,not_available
Choclato,4 ,41,"Desserts, Bakery",Dahisar West,not_available,not_available
Cafe Lajawab,4 ,53,"Arabian, Snacks",Malad Kan West,200,40
Mary Fast Food,4.4 ,47,"Chinese, Fast Food",Malad Kan West,not_available,not_available
Satyanarayan Lunch Home,4.3 ,46,"Chinese, Indian",Jog Gor East,not_available,not_available
Uttar Da Puttar,4.1 ,53,"North Indian, Indian, Punjabi, Biryani",Goregaon,800,15
Alfredo's,4.1 ,55,"Italian, European",Malad Kan West,1000,10
Al-Falah Shawarma,4.4 ,51,Lebanese,Borivali West,not_available,not_available
Mothers Touch Rajasthani,4.1 ,81,"Indian, Snacks",Malad West,999,not_available
Cravings all day,4.7 ,44,"Bakery, Desserts",Goregaon West	,349,not_available
Big Fat Monk,4.1 ,53,"Chinese, Asian, Fast Food, Desserts, Beverages",Malad West,449,not_available
44 The Food Hub,4.4 ,54,"Chinese, South Indian",Malad Kan West,700,10
Radha Krishna Fast Food - Mahavir Nagar,4.1 ,40,"Indian, Chinese",Kandivali West,not_available,not_available
Aniket Chinese Corner,3.5 ,28,"Chinese, North Indian, Biryani",Malad Kan West,not_available,not_available
Jungle Juice,4.5 ,29,"Beverages, Juices",Borivali,not_available,not_available
Indore.Online,4.3 ,14,"Sweets, Street Food",Malad Kan East,not_available,not_available
Rolls Mania,4.3 ,46,Fast Food,Malad East,not_available,not_available
Vinayak Ankit Sandwich,4.4 ,51,"Snacks, Continental",Kandivali West,500,15
Hari Om Khaman House,4.4 ,32,"Gujarati, Snacks, Sweets",Borivali,not_available,not_available
Fusion Ice Cream Cakes,4.5 ,30,"Ice Cream, Desserts, Bakery, Beverages",Borivali West,999,not_available
Hotel Milan Pure Veg,4.2 ,35,Indian,Malad East,449,not_available
TIBO Dalwada,4.6 ,34,"Street Food, Desserts",Kandivali West,not_available,not_available
Brain Freeze Ice cream & Desserts,3.8 ,33,"Ice Cream, Desserts",Borivali,not_available,not_available
Farmhouse-Palladium,4.3 ,53,"Indian, Tandoor, Chinese, Continental, Biryani, Seafood, Pizzas, Pastas",Borivali West,not_available,not_available
Amantran Restaurant,4.2 ,47,Meat,Dahisar,not_available,not_available
Monopoly-The Chinese Edition,3.9 ,44,"Chinese, Oriental, Continental",Borivali West,not_available,not_available
Dinshaw's Xpress Cafe And Restro,4.5 ,48,"Indian, Continental, Mexican, Pizzas, Pastas, Burgers, Snacks, Fast Food, Beverages, Juices, Ice Cream, Desserts",Borivali West,not_available,not_available
The Nature Bar,4.4 ,51,"Salads, Keto, Burgers, Beverages, Mediterranean, American, Healthy Food, Grill, Greek",Jog Gor East,999,not_available
Aakash Sweets and Snacks,4.4 ,30,"Sweets, Snacks",Borivali West,not_available,not_available
Nagpal's Choley Bhature,4.1 ,36,North Indian,Malad Kan East,not_available,not_available
Mumbadevi Jalebi Wala,4.6 ,36,"Snacks, Sweets",Borivali,999,not_available
Chhotu's Kitchen,4.2 ,33,Chinese,Borivali West,not_available,not_available
Desai Bhaishankar Gaurishanar (K.P.),4.8 ,34,Sweets,Malad Kan East,700,10
Shree Makhan Bhog,4.1 ,38,"Chaat, Snacks, Sweets",Malad,not_available,not_available
Shawarma Heaven,4.3 ,38,"Lebanese, Chinese, Indian, Continental, Tandoor",Malad West,900,15
Sattva,4.4 ,35,"North Indian, Chinese",Borivali West,999,not_available
Seeta Nx,4.3 ,39,Chinese,Borivali West,not_available,not_available
Night Evil Chinese Food,4.1 ,38,Chinese,Borivali West,not_available,not_available
Bhoomi Kolhapuri,4 ,30,Street Food,Raja Dalvi Marg,not_available,not_available
Hotel Payal,4.3 ,38,"Indian, Chinese",Dahisar,not_available,not_available
Fling Confectionery,4.4 ,31,"Bakery, Desserts",Borivali,not_available,not_available
Pipasa,4.4 ,30,"Beverages, Snacks",Borivali,not_available,not_available
Dessert Junction,4.3 ,36,"Desserts, Fast Food",Borivali West,not_available,not_available
Bina's Fresh Batch Homemade Ice Cream,4.2 ,49,"Desserts, Ice Cream",Malad Kan West,1099,not_available
Samvene - The Bagel Cafe,4.5 ,55,"American, Burgers, Italian, Continental, Pizzas, Pastas, Beverages, Snacks",Malad West,900,15
Wokstreet,3.5 ,59,"Chinese, Fast Food",Malad Kan West,999,not_available
Moments,4.5 ,51,"Bakery, Desserts",Malad Kan West,not_available,not_available
Hotel Malvan Katta,4.2 ,44,Biryani,"VIthbhati, Goregoan (East) 3)",not_available,not_available
Sindhi Tadka,3.6 ,42,"Sindhi, North Indian, Indian",Kandivali West,not_available,not_available
Kokan Katta,4.2 ,57,"Seafood, Chinese, Indian, North Indian, Beverages, Biryani",Chincholi Bunder Road,449,not_available
The Fusion Kitchen,4.5 ,49,"Italian, Asian",Borivali West,not_available,not_available
Oriental Stir Fry,3.8 ,45,"Fast Food, Chinese, South Indian, Indian",Borivali,not_available,not_available
Zesty Kitchen,4.1 ,62,"Indian, Seafood, North Indian, Biryani, South Indian, Bengali, Malwani",Goregaon,900,15
Konkan Spice,4 ,52,"South Indian, Malwani",Malad West,not_available,not_available
Chholay,4.3 ,51,"North Indian, Indian, Jain",Malad West,449,not_available
British Brewing Company,4.3 ,53,"Italian, American, Indian, Asian",Goregaon East,not_available,not_available
Zoodles,4.6 ,59,"Pan-Asian, Chinese, Seafood, Thai, Asian, Desserts",Malad West,249,not_available
Shawarma House Express,4.1 ,47,"Indian, Beverages, Turkish",Malad Kan West,not_available,not_available
Hotel Jyoti,4.1 ,43,Indian,Malad Kan East,not_available,not_available
Ahare Bangla,4.8 ,69,Bengali,Malad Kan East,not_available,not_available
Classic Veg Restaurant,4.3 ,43,Chinese,Malad Kan East,not_available,not_available
The Boston Cafe & Patisserie,4.5 ,51,"Desserts, Bakery",Malad West,50,20
Makhan Maar ke,4.1 ,43,North Indian,Borivali West,not_available,not_available
Amber Restaurant,4.1 ,44,"Chinese, Indian, Tandoor",trikamdas road ,499,not_available
The Bombay Chaat Co by Spukies,4.3 ,47,"Chaat, South Indian, Juices, Beverages",Jog Gor East,800,10
Only Roti's,4.5 ,68,Desserts,Malad West,150,30
Om Snacks,4.5 ,49,"Pizzas, Pastas",Goregaon,not_available,not_available
Golden Leaf Restaurant,4.4 ,50,"Chinese, Street Food, South Indian",Kandivali West,749,not_available
The Local Eatery,4.3 ,50,"Indian, Chinese",Malad West,not_available,not_available
Nityanand Lunch Home And Hotel,3.8 ,47,"Biryani, Tandoor, Chinese",Jog Gor East,1000,10
Street Gourmet,4.1 ,40,"South Indian, Indian, Chinese",Borivali West,not_available,not_available
Spirit Kitchen and Bar,4.4 ,54,"Indian, Chinese",Borivali West,not_available,not_available
Hotel Shree Prabhu Niketan,4.3 ,41,"Indian, Chinese",Malad East,not_available,not_available
Image Restaurant,4.5 ,55,"North Indian, Chinese, Kebabs, Biryani, Mangalorean, Desserts, Tandoor",Goregaon West,not_available,not_available
J.B.Dynasty And Malwani Kalwan,4.4 ,48,"Chinese, Malwani, Indian, Oriental",Malad West,1500,10
The Mak Broasted Fastfood,3.6 ,63,"Continental, Italian",Malad Kan East,449,not_available
The Veg Treat Celebrations,4.5 ,41,"South Indian, Punjabi, Chinese, Italian, Mexican",Dahisar,not_available,not_available
Uncle's Corner,4.4 ,61,"Chinese, Tandoor, Seafood, Thai, Biryani, Indian",Borivali,not_available,not_available
Enrich Kulfi,4.6 ,40,"Desserts, Ice Cream",Malad West,999,not_available
Fort Kochi,4.2 ,53,"South Indian, Kerala",Goregaon,not_available,not_available
Samarth Sagar (Pure Veg),4.1 ,50,"Chinese, North Indian, South Indian, Chaat",Mumbai,not_available,not_available
Schumania,4.3 ,52,"Indian, Chinese",Borivali,999,not_available
Rollzilla,4.2 ,43,North Indian,Kandivali West,not_available,not_available
Healing Rice Bowls,3.9 ,62,"Indian, South Indian, Punjabi",Malad West,not_available,not_available
The Big Squeeze,4.1 ,54,"Juices, Healthy Food, Beverages",Malad West,499,not_available
"KBC - Kebaabs, Biryani, Curries",4.2 ,53,"Kebabs, Biryani, North Indian, Indian, Snacks",Goregaon East,249,not_available
The Chai Fusion,4.3 ,48,"Chinese, Continental",Borivali,100,10
Ether Atelier Chocolate,48 mins,,"Desserts, Bakery",Malad Kan West,100,50
Bombay Fast Food,43 mins,,Fast Food,Borivali,not_available,not_available
Cake Valley,4 ,50,"Bakery, Desserts, Beverages",Malad Kan West,150,30
Cake & Bake,3.3 ,42,Bakery,Borivali West,not_available,not_available
The Lunchbox,42 mins,,"Indian, Thalis",Malad Kan East,not_available,not_available
Hotel Samadhan,4.3 ,59,"Malwani, Maharashtrian, Indian",Jog Gor East,not_available,not_available
The Waffle Man From the House Of Cookieman,4.1 ,58,"Waffle, Desserts, Ice Cream",Malad Kan West,80,40
Sigree Global Grill,4.3 ,64,"North Indian, Mughlai, Kebabs, Mediterranean, Greek, Turkish, Lebanese",Malad West,1099,not_available
Only Parathas,3.8 ,60,"North Indian, Thalis, Chaat, Chinese, Snacks, Beverages",Malad West,not_available,not_available
The King's Field,4.4 ,31,"Indian, Chinese, Tandoor, Snacks",Malad Kan East,not_available,not_available
Nagrik Sweets And Farsan,4.5 ,35,Indian,Dahisar,not_available,not_available
Rashmin Dairy Farm,4.1 ,32,Indian,Malad Kan East,not_available,not_available
Bbc Express-By Borivali Biryani Centre,4.4 ,35,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani",Borivali,not_available,not_available
Emrik The Cake Point,4.5 ,34,"Bakery, Snacks, Desserts",Malad Kan West,449,not_available
Gayatri Sweets and Farsan,4.4 ,35,"North Indian, Fast Food, South Indian, Sweets",Borivali,not_available,not_available
Riga Chinese Corner,4.2 ,37,"Chinese, Indian",Dahisar,not_available,not_available
Magari,4.2 ,34,"Continental, Italian, Beverages",Kandivali West,999,not_available
shaan hotel,3.8 ,37,"North Indian, Indian",Malad Kan East,1000,50
Brijwasi Sweets and Snacks,3.9 ,36,Sweets,Kandivali West,749,not_available
Pav Bhaji Klub,4.3 ,36,Indian,Borivali,749,not_available
Tasty Chinese Hotel,4.5 ,36,Chinese,Malad Kan East,150,30
Wow Bistro - Evershine Club,4.8 ,46,Indian,Kandivali East,not_available,not_available
H & Charlie,4.3 ,58,"Burgers, Steakhouse, Desserts, Beverages, Cafe, Fast Food, Pastas",Borivali West,449,not_available
Royal Manglore,4 ,51,Meat,Dahisar,not_available,not_available
Healthy Deck,4.4 ,46,"Continental, Beverages, Keto, Ice Cream, Salads",Kandivali West,100,15
Delhi Darbar Biryani Hub,4.1 ,44,"Biryani, North Indian",Malad Kan East,not_available,not_available
Burgizza,4.4 ,56,"Pizzas, Italian",Malad West,749,not_available
Celebrations By Kilo,3.9 ,52,"North Indian, Chinese",Jog Gor East,not_available,not_available
Houseboat Cafe,3.9 ,56,"Kerala, South Indian",Malad Kan West,not_available,not_available
Veg Treat Regalia,4.5 ,42,"North Indian, Indian, Chinese, Continental",Borivali West,not_available,not_available
Oh! It's Fishy,3.9 ,49,"Indian, Tandoor, Seafood, Chinese",Dahisar East,not_available,not_available
Brijwasi Snack Foods,4.4 ,54,"Snacks, Street Food, Chaat, Fast Food",Malad Kan West,120,20
Daffodils 23,4.4 ,44,"Indian, Chinese, Beverages, Mexican, Continental",Kandivali West,599,not_available
Sumeruu,4.6 ,52,"Chinese, Indian",Dahisar West,not_available,not_available
Malvaniz,4.1 ,57,"Malwani, Seafood",Malad Kan East,not_available,not_available
Jayesh Food Centre,4.1 ,44,Chinese,Malad East,not_available,not_available
The Hangout Pizza Hub,4.3 ,57,Pizzas,Malad West,749,not_available
Royale Masterchef Finedine,4.5 ,59,"Indian, Chinese, Continental, Mexican, Lebanese",Dahisar West,1500,10
Subramanian Snacks,3.8 ,44,"South Indian, Chinese, Fast Food, Arabian, Tandoor",Goregaon,999,not_available
Goaikar's goan Cuisine,4.1 ,41,"North Indian, Seafood, Snacks",Borivali,not_available,not_available
The Gratitude Kitchen,4.3 ,51,"Indian, Burgers, Snacks, Fast Food, Salads, Desserts",Borivali,999,not_available
"KHA - Burgers, Fries, Fried Chicken",4.3 ,47,"Burgers, American, Fast Food",Malad Kan West,not_available,not_available
Hotel Sampoorna Samadhan (By Hotel Apala Samadhan),4.2 ,53,"Malwani, Indian, North Indian, Chinese",Borivali,not_available,not_available
Zyka E Lajawab,3.9 ,65,"Chinese, Street Food, Indian, Kebabs, Tandoor",Malad Kan West,125,25
Maldrin's Chinese Restaurant,4.2 ,53,Chinese,Malad West,449,not_available
Mishmashbakery,4.7 ,53,Bakery,Jog Gor East,999,not_available
Goan Katta,4.3 ,44,"Goan, Seafood, Indian, Beverages",Dahisar,not_available,not_available
The Moveable Feast,4.3 ,51,"North Indian, Chinese, Mughlai, Beverages, Biryani",Borivali West,999,not_available
Sisho - Oriental Pure Veg /Jain,4 ,46,Chinese,Jog Gor East,not_available,not_available
Little West Pizza,4.3 ,50,"Pizzas, Italian, Beverages",Dahisar,749,not_available
Flavours 21,4 ,42,"Chinese, Lebanese, Biryani, Thai",Malad East,700,20
Top Star,3.7 ,49,"Indian, Chinese, Tandoor, Biryani",Kandivali West,not_available,not_available
Fussion,3.7 ,43,"North Indian, Tandoor, Mughlai, Parsi, Indian, American, Desserts, Ice Cream",Malad East,449,not_available
Crab Kolambi Pomfret & More,4.3 ,54,"Maharashtrian, Seafood, Biryani, Desserts, Thalis",PIMPRIPADA,not_available,not_available
Amma's,4.4 ,46,"North Indian, Chinese, Tandoor, Beverages",Chincholi Cross Road,not_available,not_available
Classic Comfort,4.2 ,49,"Beverages, Indian, Chinese, South Indian, Fast Food",Jog Gor East,not_available,not_available
Papa'S Multi Cuisine,4.1 ,57,Indian,Malad Kan West,not_available,not_available
Royal Challenge,4.6 ,52,"Indian, Chinese",Goregaon,not_available,not_available
The Game Ranch,4.4 ,55,"Pizzas, North Indian, Burgers, Asian, Chinese",Malad Kan West,120,60
Bajrang Bhel Puri,4.3 ,43,"Snacks, Chaat",Malad West,not_available,not_available
Sapna Veg Restaurant,4.2 ,48,"North Indian, South Indian",Malad West,not_available,not_available
The Shawarma fellow,4.2 ,45,Arabian,Malad West,999,not_available
Olive Bistro & Bar,4.1 ,55,"Indian, Italian",Goregaon East,799,not_available
Waffle Town,50 mins,,"Waffle, Desserts, Beverages",Malad Kan West,not_available,not_available
Garden Court Restaurant,4.3 ,60,"Indian, Chinese",Malad West,not_available,not_available
Adelkars Kitchen,4.4 ,47,Malwani,Goregaon West,not_available,not_available
Hill View,4.3 ,53,"Indian, Chinese",Dahisar West,not_available,not_available
70's Frogurt Hood,4.3 ,48,"Desserts, Ice Cream",Malad West,449,not_available
SMP Express,4.4 ,50,"Chinese, Tandoor, Indian, Continental",Goregaon East,449,not_available
Gupta Panipuri Center,4 ,42,"Chaat, Snacks",Kandivali West,not_available,not_available
Malad Marathi Katta,4.1 ,79,"Maharashtrian, Biryani, Indian",Malad West,1000,40
Cream Lounge,4.2 ,42,"Snacks, Desserts, Beverages, Ice Cream",Borivali West,not_available,not_available
Lassi & Falooda Co,3.9 ,56,"Ice Cream, Beverages, Juices, Indian, Snacks, Healthy Food",Malad West,not_available,not_available
All About salads,3.9 ,48,"Continental, Healthy Food, Salads",Malad Kan West,599,not_available
Gorai Kinara,4.2 ,44,"Malwani, Chinese, North Indian, Beverages",Borivali West,not_available,not_available
High On Wok - Sassy N Saucy,4.1 ,48,"Asian, Chinese, Salads",Aarey Road,not_available,not_available
Flag's,4.2 ,47,"North Indian, Chinese, Italian, Thai, Mexican",Malad West,1200,10
Namaskar,4.6 ,52,"Indian, Chinese, Tandoor, Biryani",Borivali west,500,10
Neelams pride,4.5 ,49,"Chinese, Indian, Snacks",Borivali West,not_available,not_available
Natural Fresh Ice Cream,3.5 ,43,"Ice Cream, Beverages",Malad Kan East,not_available,not_available
Hotel Amantran,4.2 ,41,Indian,Malad Kan East,not_available,not_available
Agent Jack's Bar,4.2 ,52,"Tandoor, Chinese, Pizzas, Salads, Indian, North Indian, Healthy Food, Pastas, Jain",Borivali West,not_available,not_available
New Chopsticks,4.4 ,31,Chinese,Kandivali East,not_available,not_available
Sagar Sweets,4.4 ,30,"Sweets, Snacks, Bakery",Borivali,not_available,not_available
City Samosa,3.9 ,33,"Snacks, Beverages",Malad Kan East,not_available,not_available
Cake Basket,4.4 ,27,"Bakery, Desserts",malad west ,449,not_available
MovieMax,39 mins,,"Beverages, Burgers",Malad Kan West,not_available,not_available
Welcome Fast Food,4.5 ,33,"Fast Food, Snacks",Malad Kan East,not_available,not_available
Haagen Dazs Ice Cream & Desserts,38 mins,,"Ice Cream, Desserts",Matunga Wadala,399,not_available
Tea Square Bar,4.4 ,40,"Pizzas, Fast Food, Street Food, Juices, Beverages",Malad Kan East,not_available,not_available
Makabo By Juice Time,4.3 ,32,"North Indian, Chinese, Beverages",Borivali,449,not_available
New Sheetal Dugdhalaya,4.6 ,35,"Desserts, Sweets",Malad Kan West,not_available,not_available
Malvani swad,4.2 ,41,"Indian, North Indian",Malad Kan East,50,20
Snack Shack,4.4 ,53,"North Indian, Snacks",Borivali West,not_available,not_available
Shanghai Kitchen,4.1 ,53,"Chinese, Asian, Thai, Seafood, Beverages",Malad West,not_available,not_available
Burrp Pizza,4.3 ,66,"Italian, Pizzas",Malad Kan West,399,not_available
American Pie - Butter Crust Pizza,4.6 ,57,"Pizzas, Italian, Pastas",Malad Kan West,120,60
Pohewala,46 mins,,"Snacks, Fast Food",Jog Gor West,not_available,not_available
Momo's Mealbox,4.2 ,43,"Chinese, Arabian, Fast Food, Burgers, Snacks, Pastas",Borivali,499,not_available
Love & Latte,4.2 ,51,"Beverages, Desserts, Cafe, Pizzas, Snacks, Waffle, Pastas",Malad West,449,not_available
Sardaar Ji,4.3 ,60,"North Indian, Snacks, Chinese, Desserts",Malad Kan East,not_available,not_available
Cake Heaven,3.5 ,40,"Bakery, Snacks",Borivali,not_available,not_available
Bamboo Kitchen,3.7 ,42,"North Indian, Chinese, Biryani, Indian, Tandoor, Thai, Continental",Malad East,200,40
Lassi Wala,47 mins,,Beverages,Malad Kan West,125,25
Dharma's Sandwich,3.6 ,48,"Italian, American, Grill, Pizzas, Pastas, Snacks, Beverages",Borivali,not_available,not_available
Hotel Ballaleshwar,3.8 ,43,South Indian,Malad East,not_available,not_available
Baithack,3.7 ,44,"Beverages, Fast Food, Snacks, Burgers",Malad Kan West,499,not_available
Great Indian Meals,3.8 ,55,"Mangalorean, North Indian, South Indian, Malwani",Goregaon,800,15
Gelato Italiano - Ice Cream,3.3 ,41,"Desserts, Ice Cream",Goregaon East,699,not_available
Brunch n Munch,4.5 ,50,"European, American, Continental, Italian",Malad West,not_available,not_available
Ruchi Restaurant,4.9 ,59,"Italian, Burgers, Pizzas, Pastas, Continental",Gor East,449,not_available
Farzi Cafe,4.2 ,50,Indian,Goregaon East,799,not_available
Cococart,4.6 ,48,"Desserts, Sweets",Jog Gor East,899,not_available
Kings Kulfi,4.7 ,40,Desserts,Goregaon East,not_available,not_available
6th Street Yogurt,4.2 ,55,"Desserts, Ice Cream",Malad Kan West,449,not_available
Diya's Kitchen,4.3 ,48,"South Indian, Snacks, Juices, Desserts",Dahisar West,100,20
Shamazing Sugarfree Desserts,4 ,49,"Desserts, Ice Cream",Evershine nagar,900,10
Rosh & Ron,4.2 ,54,"Chinese, Thai",Bmc Colony,80,15
Sahara Hotel,4.2 ,45,"Chinese, Continental",Goregaon East,not_available,not_available
Vedant kitchen,4.5 ,44,Indian,Malad Kan East,not_available,not_available
Chai Vibhaag,4.4 ,44,"Indian, Beverages, Snacks",Aarey Road,not_available,not_available
Potlibabas Kitchen,4.2 ,53,"Malwani, Biryani, Seafood, Salads",Borivali,not_available,not_available
Food Lord - The Dining Bar,4.3 ,43,"Chinese, Continental, Indian",Borivali West,600,10
Sweet heart cakes and more,3.6 ,50,Desserts,Kandivali West,999,not_available
Anna Dosa Point,3.3 ,46,South Indian,Goregaon West,not_available,not_available
Joyful Pizza,4.1 ,40,"Pizzas, Italian, Desserts, Beverages",Borivali,449,not_available
The Chinese Corner,2.6 ,50,"Chinese, Lebanese",Jog Gor East,not_available,not_available
Bao Bao,4.5 ,49,"Asian, Chinese, Beverages",Malad Kan West,749,not_available
Egg Station,4.7 ,50,"Indian, Snacks",Malad Kan West,not_available,not_available
Purohit Sweets,4.5 ,27,"Sweets, Fast Food, Desserts",Borivali,999,not_available
Rajus fast food,5 ,33,Fast Food,Dahisar,not_available,not_available
Yummy cake,4.1 ,39,"Bakery, Desserts",Dahisar West,not_available,not_available
Maxus Cakes,3.6 ,30,Bakery,Malad Kan West,not_available,not_available
World Famous Paratha,4.8 ,35,"Indian, Beverages",Borivali,not_available,not_available
Swadesi Dairy Products,4.5 ,30,"Desserts, Sweets",Kandivali West,not_available,not_available
Detox Cold Pressed Juice Bar,4.7 ,35,"Beverages, Juices",Dahisar East,999,not_available
Sri Ram Kulfi And Ice Creams,34 mins,,"Desserts, Ice Cream",Malad Kan West,not_available,not_available
Lavista Cake Shop,3.4 ,32,Desserts,Malad East,not_available,not_available
Davat Fast Food,4.5 ,35,"Arabian, Chinese",Malad Kan East,50,20
Golden Family Restaurant,2.2 ,37,"Continental, Oriental, Asian",Borivali,not_available,not_available
Ek Batta Do,4.5 ,38,"Beverages, Snacks, Burgers, Pastas",Borivali,not_available,not_available
Centre Point Dhaba,4.3 ,34,"North Indian, Chinese, Snacks",Borivali,1000,10
Red Indian Sizzlers,4.5 ,37,"Pizzas, Chinese, Continental",Kandivali West,not_available,not_available
Brownie Point Cakes Shop Frenchaies,4.4 ,26,"Indian, Bakery, Desserts",Borivali,999,not_available
Super (Borivali),4.3 ,39,"Chinese, Fast Food",Dahisar,not_available,not_available
The Italian Oven,52 mins,,Pizzas,Malad Kan West,999,not_available
Maa Laads Kitchen,4 ,75,"Home Food, Rajasthani, North Indian, Indian",Malad West,not_available,not_available
The Dragon House,4.3 ,51,"Chinese, Asian, Thai, Seafood",Malad Kan West,not_available,not_available
Crazy Dough Pizza,4.1 ,43,"Continental, Italian",Borivali West,not_available,not_available
Charlie's Chimney,4 ,43,"Chinese, Biryani",Malad Kan West,not_available,not_available
Panchmukhi,4.6 ,55,"Indian, North Indian, Chinese, Tandoor",Rajan Pada,not_available,not_available
Hotel Side Walk,4.3 ,40,"Indian, Chinese",Dahisar East,not_available,not_available
Rustam Darbar,3.6 ,48,"Chinese, North Indian, Mughlai",Malad Kan West,749,not_available
First Bytes Of Home,4.4 ,50,"Maharashtrian, Street Food, Fast Food",Borivali,not_available,not_available
